id,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
8660,Volkswagen Polo Petrol Highline 1.6L,Laï¿½ï¿½,2014,55692,Petrol,Automatic,Second,17.68,1836,106.49,6,6.74,14.39
8661,Hyundai Santro Xing XL,La Molina,2013,84038,Petrol,Manual,First,24.49,2432,170.09,6,17.81,2.92
8662,Hyundai Elantra CRDi,San Mariano,2017,47403,LPG,Automatic,Fourth & Above,17.35,2271,116.07,6,6.45,6.39
8663,Maruti Wagon R VXI BS IV,Caracol,2013,33318,CNG,Manual,First,23.34,2380,143.61,7,15.1,7.71
8664,BMW 5 Series 2003-2012 525d,Salamï¿½ï,2017,26953,LPG,Manual,Fourth & Above,19.67,1401,157.6,6,3.13,13.17
8665,Maruti Wagon R VXI BS IV,Pithoro,2017,80275,LPG,Manual,Fourth & Above,17.15,2189,135.82,8,7.52,12.87
8666,Volkswagen Vento 2013-2015 1.6 Comfortline,Bertioga,2012,36986,Petrol,Automatic,Second,11.73,933,57.23,7,9,4.78
8667,Maruti Alto K10 2010-2014 VXI,Dzhankoy,2012,52441,Diesel,Manual,First,14.66,1548,121.15,8,2.66,16.84
8668,Tata Indica Vista Quadrajet LS,Hirosaki,2012,52057,Petrol,Automatic,Second,19.98,1920,119.81,6,15.42,15.93
8669,Volkswagen Polo Diesel Trendline 1.2L,Hagi,2016,37287,CNG,Manual,Fourth & Above,20.79,1804,126.95,7,12.81,4.12
8670,Hyundai Elantra CRDi,Dzhalilabad,2011,46676,CNG,Automatic,First,21.17,1041,102.82,6,19.62,2.06
8671,Hyundai Grand i10 Sportz,Sharï¿½ï¿½ï¿,2013,31289,CNG,Automatic,Third,26.05,2323,137.84,6,18.5,16.19
8672,Honda City i VTEC E,Yaosai,2015,38320,Diesel,Automatic,Third,26.41,2324,170.51,8,10.02,7.41
8673,Maruti Ertiga SHVS VDI,Huaqiu,2011,43432,Petrol,Automatic,Third,13.31,1223,155.98,7,10.43,4.19
8674,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Yishui,2018,50908,Petrol,Automatic,Fourth & Above,17.93,2120,117.51,5,3.78,6.87
8675,Hyundai Elantra CRDi,Huangjing,2016,69781,Petrol,Manual,Fourth & Above,25.97,1383,150.65,5,6.9,2.52
8676,Mercedes-Benz C-Class Progressive C 220d,Ognevka,2014,46832,Diesel,Automatic,First,26.53,2123,103.29,6,9.9,6.48
8677,Hyundai EON LPG Era Plus Option,Changtang,2010,60104,Diesel,Automatic,Third,24.08,1655,152.2,7,10.52,7.88
8678,Toyota Innova Crysta 2.8 GX AT 8S,Ciawitali,2015,43556,CNG,Manual,Fourth & Above,19.62,1753,117.16,5,5.98,5.09
8679,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Rana,2010,84935,CNG,Manual,Third,17.92,2194,87.18,6,11.64,9.02
8680,Ford Fiesta 1.4 SXi TDCi,Balindong,2017,28460,Petrol,Manual,First,23.32,1096,63.09,6,11.97,17.16
8681,Maruti Swift LDI,Xiyang,2012,68740,CNG,Automatic,Second,12.37,2284,156.28,6,6.34,10.26
8682,Audi A4 New 2.0 TDI Multitronic,Vï¿½ï¿½ï¿½ï¿½n,2016,69052,CNG,Manual,First,11.54,1403,63.7,6,20.72,11.25
8683,Hyundai Creta 1.4 E Plus Diesel,Jincheng,2012,48317,CNG,Automatic,Third,23.63,1053,107.68,8,9.19,8.48
8684,Honda WRV i-VTEC VX,Tungor,2017,48756,Petrol,Manual,Fourth & Above,26,2610,88.3,7,12.19,16.6
8685,Hyundai i10 Sportz 1.2,Santo Domingo de los Colorados,2014,57352,CNG,Automatic,Fourth & Above,23.77,944,158.3,5,4.74,5.78
8686,Toyota Innova Crysta 2.4 GX MT 8S,Namasuba,2015,74977,Petrol,Automatic,Third,26.55,1759,84.97,8,8.81,5.53
8687,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Sampungu,2016,59054,LPG,Manual,Fourth & Above,14.28,1293,102.82,5,18.19,5.17
8688,Tata Zest Revotron 1.2T XE,Grenoble,2016,48268,CNG,Manual,Third,20.93,2486,92.93,6,19.6,17.45
8689,Maruti S Cross DDiS 200 Alpha,Aguada de Pasajeros,2010,67145,Diesel,Automatic,First,26.6,2085,96.63,5,2.84,3.32
8690,Hyundai Grand i10 Sportz,Rokytne,2015,52209,LPG,Automatic,First,13.79,1978,95.19,8,19.22,7
8691,Maruti Wagon R VXI BS IV,Ngarus,2010,42620,CNG,Automatic,Third,26.2,2232,67.78,8,8,9.19
8692,Hyundai Santro Xing XO,Kiszkowo,2017,33330,LPG,Automatic,Fourth & Above,20.45,1376,74.53,8,2.09,12.77
8693,Renault Duster 85PS Diesel RxL Plus,Yanling,2014,68538,Diesel,Automatic,Third,15.65,1425,161.03,8,12,11.91
8694,Maruti Ertiga SHVS VDI,Skanï¿½ï¿,2011,34132,Diesel,Automatic,Second,13.55,1064,74.89,8,2.4,17.26
8695,Mahindra Ssangyong Rexton RX7,ýýýýýýýýýýýýýýýýýýýýýýýýýýýý,2012,37226,CNG,Automatic,Second,16.19,2220,109.26,7,10.19,4
8696,Toyota Innova 2.5 VX 7 STR BSIV,Xiyang,2010,59852,Diesel,Manual,First,25.5,2435,117.02,5,6.67,4.83
8697,Audi A4 New 2.0 TDI Multitronic,Rurrenabaque,2010,68588,Diesel,Manual,Third,11.93,1898,97.31,8,13.87,16.24
8698,Hyundai i20 1.4 CRDi Sportz,Fosses,2018,56045,LPG,Automatic,Fourth & Above,17.59,1684,140.41,7,12.07,2.73
8699,Mercedes-Benz M-Class ML 350 CDI,Stari Bohorodchany,2013,29523,Diesel,Automatic,Second,25.22,1499,56.3,7,10.64,3.77
8700,Maruti Alto LXi,Inkerman,2016,39199,Petrol,Automatic,Fourth & Above,21.34,1365,64.12,8,5.8,2.41
8701,Honda City i VTEC E,Chongï¿½ï¿½ï¿½ï,2013,51980,Diesel,Automatic,Fourth & Above,15.08,1610,87.79,8,10.1,7.33
8702,Volkswagen Vento 1.6 Highline,Madona,2015,45294,Diesel,Manual,Second,24.44,1084,77.8,5,20.24,3.72
8703,Maruti Swift VDI BSIV,Rauna,2015,63217,Petrol,Manual,Third,25.73,1373,166.79,6,9.12,16.17
8704,Audi A6 2011-2015 35 TDI Premium,Nikolinci,2013,59308,Petrol,Automatic,First,24.78,1305,134.62,7,14.54,12.06
8705,Hyundai Verna Transform SX VGT CRDi,Thanh Chï¿½ï¿½ï¿½ï,2010,28551,Diesel,Manual,First,19.63,1283,82.12,5,18.77,8.23
8706,Maruti Swift DDiS VDI,Quilino,2016,34708,CNG,Automatic,First,19.82,1900,163.15,8,19.84,12.9
8707,Hyundai Elantra 2.0 SX Option AT,Rondonï¿½ï¿½ï¿½,2013,36025,CNG,Manual,Fourth & Above,18.73,1617,114.79,6,19.75,16.96
8708,Volkswagen Vento Diesel Comfortline,Balqash,2015,75728,Diesel,Manual,Third,16.72,2478,147.32,5,14.29,5.03
8709,Volkswagen Polo Diesel Trendline 1.2L,Borabue,2016,30207,Diesel,Automatic,Third,19.87,1430,168.93,8,4.11,2.1
8710,Volkswagen Polo Diesel Trendline 1.2L,Madolenihm Municipality Government,2013,84188,CNG,Automatic,Fourth & Above,23.66,1863,154.99,5,5.72,15.47
8711,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,El Monte,2016,79934,Petrol,Manual,First,17.68,1613,113.85,5,19.39,2.05
8712,Audi A4 New 2.0 TDI Multitronic,Yaozhanzi,2014,56257,Diesel,Manual,Third,12.63,1247,76.27,6,8.46,9.24
8713,Audi A6 2.0 TDI Design Edition,Mmathubudukwane,2011,81250,Diesel,Manual,Fourth & Above,22.46,1680,105.6,8,16.95,17.38
8714,Hyundai i20 1.4 CRDi Sportz,Tintina,2010,33908,CNG,Automatic,Second,18.19,1357,68.99,6,18.72,8.08
8715,Maruti Alto LXi,Ambulong,2013,26821,LPG,Manual,Second,19.16,1292,138.33,7,20.9,4.72
8716,Toyota Corolla Altis G,Trakan Phut Phon,2016,82604,Diesel,Automatic,Fourth & Above,24.32,1730,64.5,5,20.01,6.06
8717,Maruti Swift Ldi BSIV,Bobowo,2014,70001,LPG,Automatic,First,18.74,1712,161.28,8,20.74,15.13
8718,Honda City ZX CVT,Zhengcun,2017,57329,LPG,Manual,Second,17.25,1909,122.48,5,15.44,2.5
8719,Honda Amaze S i-Dtech,Purut,2011,65916,Petrol,Manual,Third,14.27,1362,153.27,6,8.65,11.72
8720,Audi A6 2011-2015 35 TDI Premium,Sobral da Adiï¿½ï¿,2011,39417,Petrol,Automatic,First,19.52,2627,89.49,7,4.07,16.33
8721,Audi A4 New 2.0 TDI Multitronic,Rï¿½ï¿½ï¿½ï¿½o ,2010,56377,LPG,Automatic,Second,13.08,1529,63.17,8,19.39,12.25
8722,Honda WRV i-VTEC VX,Karangdalam,2013,41153,CNG,Manual,First,19.7,2750,119.93,5,10.58,6.62
8723,Toyota Innova Crysta 2.7 GX MT,San Diego,2018,70536,LPG,Automatic,Second,17.52,2578,147.32,5,11.16,9.57
8724,Toyota Innova 2.5 VX 7 STR BSIV,Lautoka,2013,85287,Petrol,Automatic,Second,22.4,2601,59.91,8,18.5,2.89
8725,Ford Figo Diesel Titanium,Mujï¿½ï¿½,2010,37834,Petrol,Automatic,Second,23.69,1162,63.3,8,15.15,12.55
8726,Hyundai Creta 1.6 CRDi SX Option,Stockholm,2010,51426,Diesel,Automatic,First,23.25,2230,111.66,8,2.93,14.04
8727,Maruti Wagon R LXI CNG,Zhichu,2017,80750,CNG,Automatic,Fourth & Above,19.02,1497,137.77,6,14.72,3.54
8728,Hyundai i20 1.2 Magna,Haukivuori,2017,69114,CNG,Automatic,Second,24.11,2158,68.23,6,5.87,9.22
8729,Hyundai Verna Transform SX VGT CRDi,London,2014,77781,LPG,Manual,Fourth & Above,25.64,2676,168.17,7,14.98,11.25
8730,Maruti Wagon R LXI BSIII,Morazï¿½ï¿,2018,83543,Petrol,Manual,First,20.49,945,91.86,7,10.42,5.57
8731,Honda Amaze SX i-VTEC,Jinshan,2011,56324,Diesel,Automatic,Fourth & Above,12.88,1433,103.57,6,17.23,11.76
8732,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Urrao,2016,56741,CNG,Automatic,Third,13.02,1476,123.75,7,14.38,17.08
8733,Renault KWID RXT,Yinyang,2011,70986,CNG,Automatic,Second,13.44,1604,101.02,5,2.26,5.66
8734,Maruti Wagon R VXI BS IV,Diriomo,2012,76310,LPG,Manual,Third,23.28,1824,158.33,6,1.83,11.16
8735,Maruti Wagon R VXI BS IV,Kvasy,2015,80010,CNG,Manual,First,13.45,2701,127.49,6,12.51,4.48
8736,Renault Duster 85PS Diesel RxL Plus,Aketi,2015,54387,CNG,Manual,Second,24.23,2655,143.78,6,11.01,14.68
8737,Maruti Alto LXi,Bunut,2014,81874,Petrol,Manual,Fourth & Above,15.81,1019,117.04,5,18.39,10.41
8738,Hyundai i10 Asta,Bultfontein,2015,55339,CNG,Manual,Third,13.37,1824,97.72,8,3.64,4.74
8739,Porsche Cayenne 2009-2014 Turbo,Pinggan,2018,83024,Diesel,Manual,Fourth & Above,18.49,1632,119.3,8,19.39,2.67
8740,Audi A6 2011-2015 35 TDI Premium,Valence,2012,67824,Petrol,Manual,Fourth & Above,26.14,1472,121.83,5,4.8,12.4
8741,Mercedes-Benz C-Class Progressive C 220d,Tursunzoda,2013,69510,LPG,Manual,Fourth & Above,14.06,1230,113.62,6,11.46,13.82
8742,Volkswagen Vento Diesel Comfortline,Cambarï¿½ï,2017,53341,LPG,Manual,First,18.47,2217,148.05,7,5.35,9.35
8743,Hyundai Grand i10 Sportz,Dongkeng,2013,45591,Petrol,Manual,Fourth & Above,20.53,2451,98,6,16,17.17
8744,Mercedes-Benz New C-Class 200 CDI Classic,As Sayyï¿½ï¿½ï¿½,2012,44444,CNG,Automatic,First,22.03,1225,125.72,8,2.49,10.36
8745,Maruti Swift VDI BSIV,Solna,2011,54305,LPG,Manual,First,16.04,896,140.27,5,17.71,14.61
8746,Honda Brio VX AT,Furudate,2017,26843,Diesel,Automatic,First,20.1,1726,104.29,6,11.63,13.82
8747,Renault KWID RXT,Villa Santa Rita,2017,78638,LPG,Automatic,Second,23.45,1656,60.44,8,12.5,16.24
8748,Maruti Ritz VDi,Palmar de Varela,2010,86323,Diesel,Automatic,Third,16.77,1457,113.42,8,5.2,11.84
8749,Land Rover Freelander 2 TD4 SE,Antsohimbondrona,2018,63815,LPG,Automatic,Second,13.55,852,168.24,5,20.82,7.88
8750,Ford Ecosport 1.5 DV5 MT Titanium Optional,Dolna Banjica,2014,62338,Diesel,Automatic,Fourth & Above,14.25,2580,121.8,6,5.83,16.04
8751,Toyota Innova 2.5 V Diesel 7-seater,Carson City,2016,65402,Petrol,Automatic,First,25.13,1931,102.37,7,17.16,16.83
8752,Honda City 1.5 V AT Sunroof,Rebrikha,2012,47506,Petrol,Automatic,Fourth & Above,20.93,1054,71.97,6,10.23,4.73
8753,Mahindra XUV500 W8 4WD,Bayshint,2018,54502,Diesel,Manual,Second,12.68,1104,77.32,5,3.48,6.26
8754,Hyundai i10 Asta,Niedzica,2015,66232,LPG,Manual,First,13.72,925,70.34,7,14.5,5.5
8755,Ford Figo Diesel ZXI,Netolice,2011,44200,Diesel,Automatic,First,16.06,1546,129.02,6,13.12,14.26
8756,Volkswagen Polo Diesel Highline 1.2L,Podstepki,2015,68021,CNG,Automatic,Fourth & Above,20.1,2394,119.09,8,11.13,16.75
8757,Maruti Zen Estilo VXI BSIII,Libertador General San Martï¿½ï¿,2015,40961,Petrol,Manual,Fourth & Above,12.37,1171,169.54,7,4.82,11.64
8758,Hyundai Grand i10 Sportz,Gnojnik,2011,82471,Diesel,Automatic,Fourth & Above,20.39,1302,115.45,7,19.92,6.98
8759,Tata Zest Revotron 1.2T XE,Dogbo,2010,26877,Petrol,Manual,First,16.09,2446,163.11,6,17.25,6.49
8760,Toyota Innova Crysta 2.7 GX MT,Karangbaru,2014,82227,Diesel,Automatic,Fourth & Above,13.82,1390,129.27,8,19.93,4.58
8761,Tata Indica V2 eLS,Logroï¿½ï¿,2012,79750,CNG,Automatic,Fourth & Above,13.45,2288,55.79,5,18.59,13.51
8762,Hyundai Elantra 2.0 SX Option AT,Narimanov,2012,75268,CNG,Manual,Third,18.01,2570,146.9,6,11.48,6.44
8763,Maruti Ciaz Zeta,Marsada,2018,46173,Petrol,Automatic,Second,18.3,1578,81.88,7,5.25,14.06
8764,Tata Indica Vista Quadrajet LS,Maslog,2015,77526,LPG,Manual,Second,23.73,1917,168.39,5,5.37,10.13
8765,Maruti Wagon R LXI CNG,Sarrebourg,2010,30014,Petrol,Manual,Second,25.9,2630,66.98,7,7.47,7.68
8766,Toyota Innova Crysta 2.7 GX MT,"Hospitalet De Llobregat, L'",2013,77773,CNG,Manual,Fourth & Above,11.86,1047,138,5,10.19,8.06
8767,Honda City 1.5 V AT Sunroof,Smolino,2011,79163,CNG,Manual,First,14.31,1726,106.94,7,8.12,13.23
8768,Maruti Wagon R LXI CNG,Dongtundu,2017,86125,LPG,Manual,Second,16.12,1490,66.25,5,5.64,7.47
8769,Mahindra Thar CRDe AC,Solntsevo,2010,55852,Petrol,Automatic,First,21.4,1901,136.96,5,3.94,8.83
8770,Maruti Swift VDI,Paris 08,2010,39238,CNG,Manual,Fourth & Above,15.94,2281,61.77,5,6.23,8.39
8771,Volkswagen Polo Petrol Highline 1.6L,Valencia,2015,41065,Petrol,Manual,Third,26.3,1721,86.36,7,16.68,6.36
8772,Mahindra Thar CRDe AC,Shiqiao,2018,61677,LPG,Automatic,Second,23,1604,96.23,7,8.7,5.76
8773,Hyundai Creta 1.4 E Plus Diesel,Gangba,2012,68463,CNG,Automatic,Second,22.21,2268,70.3,6,4.57,6.59
8774,Hyundai Santro Xing XL,Tomï¿½ï¿½ï¿½ï¿,2012,77388,Diesel,Automatic,Fourth & Above,25.23,2240,169.91,6,13.51,5.2
8775,Maruti Alto K10 2010-2014 VXI,Uddevalla,2018,35618,LPG,Automatic,Fourth & Above,13.94,2262,120.15,5,7.37,9.85
8776,Toyota Fortuner 4x2 Manual,Maishi,2010,71547,Petrol,Automatic,Second,19.6,1646,150.35,8,12.48,16.16
8777,Nissan Micra Diesel XV,Chicago,2014,82170,Diesel,Manual,First,15.24,1846,86.64,8,10.6,13.45
8778,Mitsubishi Pajero Sport 4X4,Alï¿½ï¿½ï¿½ï¿,2011,59219,Diesel,Automatic,Third,25.57,824,110.22,7,17.37,12.76
8779,Maruti Ritz VDi,Jinglongqiao,2015,68363,Petrol,Automatic,Second,15.16,2396,91.71,8,19.48,6.98
8780,Audi A4 2.0 TDI 177 Bhp Premium Plus,Tibillo,2018,69470,Diesel,Manual,First,23.92,1363,75.67,5,19.45,10.9
8781,Mahindra KUV 100 mFALCON G80 K6 5str AW,Fayzabad,2018,79884,Petrol,Manual,Third,16.41,945,145.28,5,11.1,12.29
8782,Volkswagen Vento 1.6 Highline,Rios Frios,2016,43901,Petrol,Manual,Fourth & Above,11.65,977,156.02,6,8.3,7.43
8783,Honda Amaze SX i-VTEC,Caï¿½ï¿½ï¿,2010,55310,LPG,Automatic,Fourth & Above,21.86,1510,59.92,5,9.94,17.46
8784,Hyundai i10 Sportz 1.2,Oele,2015,69824,CNG,Manual,Second,23.69,1502,66.53,5,18.76,3.31
8785,Ford Figo Diesel Titanium,Porlamar,2017,82296,Petrol,Manual,First,26.41,1487,116.77,5,17.55,8.77
8786,Maruti Vitara Brezza ZDi Plus,Al Buqï¿½ï¿½ï¿,2010,80550,Diesel,Manual,Second,19.83,2175,99.11,6,4.23,11.99
8787,Hyundai i10 Sportz 1.2,Bodeh,2012,46955,Diesel,Automatic,Second,23.25,1602,84.19,7,15.72,10.52
8788,Maruti Alto K10 2010-2014 VXI,Poï¿½ï,2014,27117,LPG,Manual,Second,23.45,2618,84.5,8,4.52,17.37
8789,Land Rover Freelander 2 TD4 SE,Kï¿½ï¿½ï¿½ï¿,2017,85620,Diesel,Automatic,First,16.27,1656,132.88,8,12.51,1.96
8790,Hyundai Verna Transform SX VGT CRDi,Goragorskiy,2010,41915,LPG,Automatic,Fourth & Above,22.02,2514,161.84,5,10.59,7.17
8791,Nissan Terrano XV D Pre,Novi Sad,2015,39870,LPG,Manual,Fourth & Above,26.54,1565,66.43,8,16.25,5.94
8792,Maruti Swift VDI,ýýýýakovec,2013,43896,Diesel,Automatic,Second,12.67,1765,166.73,8,3.87,14.42
8793,Toyota Innova Crysta 2.4 GX MT 8S,Grande Prairie,2014,47976,LPG,Manual,Third,19.76,2376,101.32,8,17.35,14.01
8794,Maruti Ciaz Zeta,Pangkalan,2017,78854,LPG,Automatic,First,26.5,1974,59.02,5,2.38,2.13
8795,Mitsubishi Pajero Sport 4X4,Saint-Quentin-en-Yvelines,2013,56072,Diesel,Manual,Second,14.01,2305,98.68,5,3.33,10.42
8796,Maruti Alto LXi,Hermanus,2010,51665,LPG,Automatic,Second,13.69,1202,56.11,5,16.37,5.88
8797,Ford Fiesta 1.4 SXi TDCi,Mangaran,2010,68830,CNG,Manual,First,13.36,2150,168.39,5,16.13,9.84
8798,Toyota Innova 2.0 G1,Okpo,2010,42696,CNG,Manual,Second,15.32,1186,82.1,7,6.17,10.94
8799,Mercedes-Benz M-Class ML 350 CDI,Baltimore,2010,27600,Petrol,Automatic,Fourth & Above,21.18,2533,164.36,7,4.34,9.08
8800,Land Rover Freelander 2 TD4 SE,Jiangzhang,2016,37200,CNG,Automatic,Third,12.36,1884,74.05,5,3.39,10.43
8801,Audi A4 New 2.0 TDI Multitronic,Sukadana,2018,75645,CNG,Manual,Third,16.05,1198,150.13,6,15.97,11.2
8802,Volkswagen Vento 2013-2015 1.6 Comfortline,Menglie,2018,77185,CNG,Automatic,Fourth & Above,12.85,1864,93.98,8,1.95,9.25
8803,Honda Amaze SX i-VTEC,Abhar,2016,82014,CNG,Automatic,First,24.13,1754,164.96,5,20.74,2.19
8804,Toyota Corolla Altis G AT,Pancur,2013,39816,Diesel,Manual,Second,23.15,1380,133.01,7,9.21,14.2
8805,Honda Amaze SX i-VTEC,Istres,2014,81658,CNG,Manual,Third,13.72,2139,60.24,6,20.21,6.81
8806,Land Rover Range Rover 2.2L Pure,Perpignan,2013,28982,Diesel,Manual,First,20.74,1692,81.79,5,13.19,6.68
8807,Hyundai Creta 1.4 E Plus Diesel,Fengmu,2014,40025,LPG,Automatic,Fourth & Above,20.75,1818,70.93,7,10.1,7.71
8808,Maruti Alto K10 2010-2014 VXI,Jingzhou,2017,51167,CNG,Manual,Fourth & Above,24.08,1102,156.55,8,10.97,12.92
8809,Audi A6 2011-2015 35 TDI Premium,Schaan,2017,80258,Diesel,Manual,Third,14.23,1405,170.63,7,8.14,14.75
8810,Hyundai Santro Xing XL,Lazaro Cardenas,2014,70281,Petrol,Automatic,Second,12.85,1138,89.66,7,18.36,12.02
8811,Audi A6 2.7 TDI,Fulnek,2013,39982,LPG,Manual,First,25.25,2019,150.31,8,8.81,12.25
8812,Mercedes-Benz C-Class Progressive C 220d,Candelaria,2012,29631,Petrol,Automatic,Third,22.78,2535,59.18,6,2.8,8.35
8813,Hyundai i10 Sportz 1.2 AT,Sï¿½ï¿½ï¿½ï¿½,2013,60258,CNG,Automatic,Fourth & Above,21.48,2371,149.16,6,11.03,12.39
8814,Nissan Terrano XV D Pre,Olympia,2012,56643,LPG,Manual,Second,23.46,1887,73.55,5,9.01,5.41
8815,Honda Amaze SX i-DTEC,Cibenda,2011,59364,Petrol,Automatic,Third,14.41,2304,78.16,5,12.44,8.92
8816,Volkswagen Vento 2013-2015 1.6 Comfortline,Aï¿½ï¿½ï¿½ï¿½ ï¿½ï¿,2012,30858,Diesel,Manual,Fourth & Above,20.8,1620,141.27,6,18.07,9.48
8817,Volkswagen Vento Petrol Highline AT,Thï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Trï¿½ï¿½,2013,49251,LPG,Manual,Fourth & Above,15.89,1387,65.05,8,19.96,14.29
8818,Maruti Swift DDiS VDI,Ciherang,2013,50517,CNG,Manual,Third,12.72,1870,170.11,5,5.75,5.93
8819,Hyundai Santro Xing XL,Kafue,2017,45274,LPG,Automatic,First,13.29,2152,153.4,8,9.1,15.61
8820,Maruti Wagon R LXI CNG,Kericho,2017,64566,LPG,Automatic,First,17.03,817,146.94,6,4.9,11.29
8821,Mercedes-Benz M-Class ML 350 CDI,Ningdun,2014,59492,Petrol,Automatic,First,18.57,1703,61.63,7,16.82,17.33
8822,Audi A4 New 2.0 TDI Multitronic,Sinacaban,2011,79614,Diesel,Manual,Fourth & Above,25.07,1616,106.03,8,9.34,15.1
8823,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,Grand Junction,2012,73100,LPG,Automatic,First,14.19,2485,125.61,8,11.01,10.11
8824,Maruti Vitara Brezza ZDi Plus,Ilha de Moï¿½ï¿½ï¿½ï¿,2010,78304,Diesel,Automatic,Third,18.83,2703,165.57,5,9.73,3.48
8825,Volkswagen Vento 1.6 Highline,Pimbalayan,2014,78596,Diesel,Manual,First,19.94,2081,151.73,7,18.72,7.54
8826,Hyundai Grand i10 Sportz,Aguachica,2012,48189,Petrol,Manual,First,16.95,1749,164.8,5,11.55,3.1
8827,Audi A6 2011-2015 35 TFSI Technology,Gonghe,2012,61677,Diesel,Automatic,First,17.66,2593,167.53,7,4.35,17.05
8828,Maruti Ertiga SHVS VDI,Mengxi,2016,68098,Diesel,Automatic,First,25.17,1508,110.88,5,20.72,14.48
8829,Maruti Wagon R VXI BS IV,Lebak,2017,37576,LPG,Automatic,Third,14.16,1511,112.36,8,9.23,12.49
8830,Renault KWID RXT,Orekhovo-Borisovo Severnoye,2011,60086,Diesel,Manual,Third,12.18,1999,115.14,8,20.05,9.72
8831,Land Rover Freelander 2 TD4 SE,Bromma,2011,55897,Petrol,Manual,Fourth & Above,14.75,913,78.16,5,18.44,16.99
8832,Honda Amaze SX i-VTEC,Iwata,2010,64863,LPG,Manual,Second,18.86,2335,109.77,8,11.49,7.22
8833,Toyota Innova Crysta 2.7 GX MT,Francistown,2014,80786,Petrol,Manual,Second,14.35,1797,55.78,7,1.98,14.51
8834,Audi A6 2011-2015 35 TDI Premium,Hakodate,2017,41894,CNG,Automatic,First,14.77,2142,62.71,6,19.82,14.1
8835,Toyota Innova 2.5 V Diesel 7-seater,Kruengraya,2017,56595,LPG,Automatic,Third,19.6,2399,146.91,6,2.08,12.19
8836,Toyota Corolla Altis G AT,Bilovods'k,2015,34522,LPG,Manual,Third,18.01,2617,149.99,7,11.35,7.83
8837,Toyota Corolla Altis G AT,Dongjiao,2015,61558,LPG,Automatic,Second,14.19,2137,57,8,4.44,7.37
8838,Toyota Innova Crysta 2.8 GX AT 8S,Mahekou,2018,40957,LPG,Automatic,Third,11.85,1783,138.06,8,8.96,13.03
8839,Maruti Alto LXi,Jurovski Dol,2013,52130,Petrol,Manual,Second,14.43,1662,94.25,7,11.39,14.3
8840,Ford Fiesta 1.4 SXi TDCi,Kayasula,2013,48974,Diesel,Manual,Second,14.18,1243,124.02,6,20.39,16.43
8841,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Kihancha,2016,82693,CNG,Automatic,First,26.47,2385,93.88,5,18.37,2.06
8842,Mitsubishi Pajero Sport 4X4,Velkï¿½ï¿½ï¿½ï¿½ Bï¿,2014,71121,LPG,Manual,Second,21.63,1232,64.14,8,2.17,8.62
8843,Hyundai Creta 1.4 E Plus Diesel,Mutï¿½ï¿½ï¿½ï¿½,2016,45058,Petrol,Manual,First,14,1199,64.9,8,13.13,5.97
8844,Volkswagen Vento Diesel Comfortline,Oslo,2018,85262,Petrol,Automatic,Second,22.56,1372,140.3,5,20.93,16.67
8845,Mahindra Ssangyong Rexton RX7,"Palmas De Gran Canaria, Las",2016,50718,Petrol,Manual,Third,16.16,1704,90.56,5,5.28,10.82
8846,Volkswagen Vento 1.6 Highline,Trenggulunan,2013,38758,Petrol,Manual,Second,22.6,2448,69.05,7,20.79,5.73
8847,Hyundai i20 1.4 CRDi Sportz,Hougang,2011,80485,Diesel,Automatic,First,16.8,1583,109.41,6,18.52,16.53
8848,Honda Brio VX AT,Kallï¿½ï¿½ï¿½ï,2018,77055,LPG,Automatic,First,20.28,2712,133.17,6,15.02,6.86
8849,Hyundai i20 Magna Optional 1.2,Dongyuan,2012,59695,Diesel,Automatic,First,25.93,2531,144.13,5,19.71,2.48
8850,Hyundai Santro Xing XL,Boca do Acre,2016,63014,LPG,Manual,Fourth & Above,18.11,1544,86.51,5,17.18,15.79
8851,Honda WRV i-VTEC VX,Umanday Centro,2015,55920,Petrol,Manual,First,23.08,2315,64.73,6,13.9,10.08
8852,Maruti Ertiga VDI,Dazaifu,2018,61446,LPG,Manual,Second,22.49,2406,89.53,5,19.39,13.03
8853,Mahindra KUV 100 mFALCON G80 K6 5str AW,Tï¿½ï¿½ï¿½ï¿½,2010,52177,LPG,Manual,First,16.36,2730,126.43,7,8.31,6.1
8854,Renault Duster 85PS Diesel RxL Plus,Gimry,2014,80803,Diesel,Manual,Third,17.76,1895,162.4,6,8.69,10.87
8855,Tata Indica V2 eLS,Tongxing,2014,49717,LPG,Manual,Fourth & Above,19.05,2296,78.52,7,7.09,12.31
8856,Renault Duster 85PS Diesel RxL Plus,Portland,2016,81431,LPG,Manual,Second,26.14,1655,156.08,5,7.71,10.4
8857,Maruti Ertiga VDI,Si Thep,2012,29129,Petrol,Manual,Second,19.74,1898,157.26,8,4.91,11.04
8858,Maruti Ciaz Zeta,Bagok,2012,86413,LPG,Automatic,Fourth & Above,14.99,1613,142.94,8,12.02,12.05
